table_name,table_description,column_name&description
MH_RO_HDR_DETAILS,This table Contains all the repair order or RO details all the parts details used in that repair order or RO  and all the labour details used in that repair order or RO  and it is connected to MH_RO_PARTS and MH_RO_LABOUR table using the key 'sv_ro_bill_hdr_sk' and it is connected to Customer Verbatim table using the key 'SV_RO_HDR_SK'. It is connected to MH_MODEL_MASTER table using the column 'MODL_CD' and it is connected to MH_AD_AI_DIMENSION table using the combination of columns PARNT_GROP LOCTN_CD and PRODCT_DIVSN.,BILL_DATETIME (TIMESTAMP) NULLABLE: Bill DateTime
MH_RO_HDR_DETAILS,This table Contains all the repair order or RO details all the parts details used in that repair order or RO  and all the labour details used in that repair order or RO  and it is connected to MH_RO_PARTS and MH_RO_LABOUR table using the key 'sv_ro_bill_hdr_sk' and it is connected to Customer Verbatim table using the key 'SV_RO_HDR_SK'. It is connected to MH_MODEL_MASTER table using the column 'MODL_CD' and it is connected to MH_AD_AI_DIMENSION table using the combination of columns PARNT_GROP LOCTN_CD and PRODCT_DIVSN.,RO_CLOSED_DATE (DATE) NULLABLE: RO Closed Date
MH_RO_HDR_DETAILS,This table Contains all the repair order or RO details all the parts details used in that repair order or RO  and all the labour details used in that repair order or RO  and it is connected to MH_RO_PARTS and MH_RO_LABOUR table using the key 'sv_ro_bill_hdr_sk' and it is connected to Customer Verbatim table using the key 'SV_RO_HDR_SK'. It is connected to MH_MODEL_MASTER table using the column 'MODL_CD' and it is connected to MH_AD_AI_DIMENSION table using the combination of columns PARNT_GROP LOCTN_CD and PRODCT_DIVSN.,RO_STATS (STRING) NULLABLE: RO Status
MH_RO_HDR_DETAILS,This table Contains all the repair order or RO details all the parts details used in that repair order or RO  and all the labour details used in that repair order or RO  and it is connected to MH_RO_PARTS and MH_RO_LABOUR table using the key 'sv_ro_bill_hdr_sk' and it is connected to Customer Verbatim table using the key 'SV_RO_HDR_SK'. It is connected to MH_MODEL_MASTER table using the column 'MODL_CD' and it is connected to MH_AD_AI_DIMENSION table using the combination of columns PARNT_GROP LOCTN_CD and PRODCT_DIVSN.,ODMTR_REDNG (INTEGER) NULLABLE: Odometer Reading
MH_RO_HDR_DETAILS,This table Contains all the repair order or RO details all the parts details used in that repair order or RO  and all the labour details used in that repair order or RO  and it is connected to MH_RO_PARTS and MH_RO_LABOUR table using the key 'sv_ro_bill_hdr_sk' and it is connected to Customer Verbatim table using the key 'SV_RO_HDR_SK'. It is connected to MH_MODEL_MASTER table using the column 'MODL_CD' and it is connected to MH_AD_AI_DIMENSION table using the combination of columns PARNT_GROP LOCTN_CD and PRODCT_DIVSN.,SV_APNTMNT_HDR_SK (INTEGER) NULLABLE: Service Appointment Header SK
MH_RO_HDR_DETAILS,This table Contains all the repair order or RO details all the parts details used in that repair order or RO  and all the labour details used in that repair order or RO  and it is connected to MH_RO_PARTS and MH_RO_LABOUR table using the key 'sv_ro_bill_hdr_sk' and it is connected to Customer Verbatim table using the key 'SV_RO_HDR_SK'. It is connected to MH_MODEL_MASTER table using the column 'MODL_CD' and it is connected to MH_AD_AI_DIMENSION table using the combination of columns PARNT_GROP LOCTN_CD and PRODCT_DIVSN.,RO_BILL_DATE (DATE) NULLABLE: RO Bill Date
MH_RO_HDR_DETAILS,This table Contains all the repair order or RO details all the parts details used in that repair order or RO  and all the labour details used in that repair order or RO  and it is connected to MH_RO_PARTS and MH_RO_LABOUR table using the key 'sv_ro_bill_hdr_sk' and it is connected to Customer Verbatim table using the key 'SV_RO_HDR_SK'. It is connected to MH_MODEL_MASTER table using the column 'MODL_CD' and it is connected to MH_AD_AI_DIMENSION table using the combination of columns PARNT_GROP LOCTN_CD and PRODCT_DIVSN.,CANCL_DATE (DATE) NULLABLE: Cancel Date
MH_RO_HDR_DETAILS,This table Contains all the repair order or RO details all the parts details used in that repair order or RO  and all the labour details used in that repair order or RO  and it is connected to MH_RO_PARTS and MH_RO_LABOUR table using the key 'sv_ro_bill_hdr_sk' and it is connected to Customer Verbatim table using the key 'SV_RO_HDR_SK'. It is connected to MH_MODEL_MASTER table using the column 'MODL_CD' and it is connected to MH_AD_AI_DIMENSION table using the combination of columns PARNT_GROP LOCTN_CD and PRODCT_DIVSN.,SV_RO_HDR_SK (INTEGER) NULLABLE: Service RO Header SK
MH_RO_HDR_DETAILS,This table Contains all the repair order or RO details all the parts details used in that repair order or RO  and all the labour details used in that repair order or RO  and it is connected to MH_RO_PARTS and MH_RO_LABOUR table using the key 'sv_ro_bill_hdr_sk' and it is connected to Customer Verbatim table using the key 'SV_RO_HDR_SK'. It is connected to MH_MODEL_MASTER table using the column 'MODL_CD' and it is connected to MH_AD_AI_DIMENSION table using the combination of columns PARNT_GROP LOCTN_CD and PRODCT_DIVSN.,PARNT_GROP (STRING) NULLABLE: Parent Group
MH_RO_HDR_DETAILS,This table Contains all the repair order or RO details all the parts details used in that repair order or RO  and all the labour details used in that repair order or RO  and it is connected to MH_RO_PARTS and MH_RO_LABOUR table using the key 'sv_ro_bill_hdr_sk' and it is connected to Customer Verbatim table using the key 'SV_RO_HDR_SK'. It is connected to MH_MODEL_MASTER table using the column 'MODL_CD' and it is connected to MH_AD_AI_DIMENSION table using the combination of columns PARNT_GROP LOCTN_CD and PRODCT_DIVSN.,LOCTN_CD (STRING) NULLABLE: Location Code
MH_RO_HDR_DETAILS,This table Contains all the repair order or RO details all the parts details used in that repair order or RO  and all the labour details used in that repair order or RO  and it is connected to MH_RO_PARTS and MH_RO_LABOUR table using the key 'sv_ro_bill_hdr_sk' and it is connected to Customer Verbatim table using the key 'SV_RO_HDR_SK'. It is connected to MH_MODEL_MASTER table using the column 'MODL_CD' and it is connected to MH_AD_AI_DIMENSION table using the combination of columns PARNT_GROP LOCTN_CD and PRODCT_DIVSN.,RO_ID (STRING) NULLABLE: RO ID
MH_RO_HDR_DETAILS,This table Contains all the repair order or RO details all the parts details used in that repair order or RO  and all the labour details used in that repair order or RO  and it is connected to MH_RO_PARTS and MH_RO_LABOUR table using the key 'sv_ro_bill_hdr_sk' and it is connected to Customer Verbatim table using the key 'SV_RO_HDR_SK'. It is connected to MH_MODEL_MASTER table using the column 'MODL_CD' and it is connected to MH_AD_AI_DIMENSION table using the combination of columns PARNT_GROP LOCTN_CD and PRODCT_DIVSN.,PARTS_TOTL_AMNT (NUMERIC) NULLABLE: Parts Total Amount
MH_RO_HDR_DETAILS,This table Contains all the repair order or RO details all the parts details used in that repair order or RO  and all the labour details used in that repair order or RO  and it is connected to MH_RO_PARTS and MH_RO_LABOUR table using the key 'sv_ro_bill_hdr_sk' and it is connected to Customer Verbatim table using the key 'SV_RO_HDR_SK'. It is connected to MH_MODEL_MASTER table using the column 'MODL_CD' and it is connected to MH_AD_AI_DIMENSION table using the combination of columns PARNT_GROP LOCTN_CD and PRODCT_DIVSN.,LABR_TOTL_AMNT (NUMERIC) NULLABLE: Labour Total Amount
MH_RO_HDR_DETAILS,This table Contains all the repair order or RO details all the parts details used in that repair order or RO  and all the labour details used in that repair order or RO  and it is connected to MH_RO_PARTS and MH_RO_LABOUR table using the key 'sv_ro_bill_hdr_sk' and it is connected to Customer Verbatim table using the key 'SV_RO_HDR_SK'. It is connected to MH_MODEL_MASTER table using the column 'MODL_CD' and it is connected to MH_AD_AI_DIMENSION table using the combination of columns PARNT_GROP LOCTN_CD and PRODCT_DIVSN.,DOC_AMNT (NUMERIC) NULLABLE: Document Amount
MH_RO_HDR_DETAILS,This table Contains all the repair order or RO details all the parts details used in that repair order or RO  and all the labour details used in that repair order or RO  and it is connected to MH_RO_PARTS and MH_RO_LABOUR table using the key 'sv_ro_bill_hdr_sk' and it is connected to Customer Verbatim table using the key 'SV_RO_HDR_SK'. It is connected to MH_MODEL_MASTER table using the column 'MODL_CD' and it is connected to MH_AD_AI_DIMENSION table using the combination of columns PARNT_GROP LOCTN_CD and PRODCT_DIVSN.,PARTS_BASC_AMNT (NUMERIC) NULLABLE: Parts Basic Amount
MH_RO_HDR_DETAILS,This table Contains all the repair order or RO details all the parts details used in that repair order or RO  and all the labour details used in that repair order or RO  and it is connected to MH_RO_PARTS and MH_RO_LABOUR table using the key 'sv_ro_bill_hdr_sk' and it is connected to Customer Verbatim table using the key 'SV_RO_HDR_SK'. It is connected to MH_MODEL_MASTER table using the column 'MODL_CD' and it is connected to MH_AD_AI_DIMENSION table using the combination of columns PARNT_GROP LOCTN_CD and PRODCT_DIVSN.,LABR_BASC_AMNT (NUMERIC) NULLABLE: Labour Basic Amount
MH_RO_HDR_DETAILS,This table Contains all the repair order or RO details all the parts details used in that repair order or RO  and all the labour details used in that repair order or RO  and it is connected to MH_RO_PARTS and MH_RO_LABOUR table using the key 'sv_ro_bill_hdr_sk' and it is connected to Customer Verbatim table using the key 'SV_RO_HDR_SK'. It is connected to MH_MODEL_MASTER table using the column 'MODL_CD' and it is connected to MH_AD_AI_DIMENSION table using the combination of columns PARNT_GROP LOCTN_CD and PRODCT_DIVSN.,SA_EMPLY_NAME (STRING) NULLABLE: Service Advisor Employee Name
MH_RO_HDR_DETAILS,This table Contains all the repair order or RO details all the parts details used in that repair order or RO  and all the labour details used in that repair order or RO  and it is connected to MH_RO_PARTS and MH_RO_LABOUR table using the key 'sv_ro_bill_hdr_sk' and it is connected to Customer Verbatim table using the key 'SV_RO_HDR_SK'. It is connected to MH_MODEL_MASTER table using the column 'MODL_CD' and it is connected to MH_AD_AI_DIMENSION table using the combination of columns PARNT_GROP LOCTN_CD and PRODCT_DIVSN.,PROMSD_DELVRY_DATE (DATE) NULLABLE: Promised Delivery Date
MH_RO_HDR_DETAILS,This table Contains all the repair order or RO details all the parts details used in that repair order or RO  and all the labour details used in that repair order or RO  and it is connected to MH_RO_PARTS and MH_RO_LABOUR table using the key 'sv_ro_bill_hdr_sk' and it is connected to Customer Verbatim table using the key 'SV_RO_HDR_SK'. It is connected to MH_MODEL_MASTER table using the column 'MODL_CD' and it is connected to MH_AD_AI_DIMENSION table using the combination of columns PARNT_GROP LOCTN_CD and PRODCT_DIVSN.,REVSD_PROMSD_DELVRY_DATE (DATE) NULLABLE: Revised Promised Delivery Date
MH_RO_HDR_DETAILS,This table Contains all the repair order or RO details all the parts details used in that repair order or RO  and all the labour details used in that repair order or RO  and it is connected to MH_RO_PARTS and MH_RO_LABOUR table using the key 'sv_ro_bill_hdr_sk' and it is connected to Customer Verbatim table using the key 'SV_RO_HDR_SK'. It is connected to MH_MODEL_MASTER table using the column 'MODL_CD' and it is connected to MH_AD_AI_DIMENSION table using the combination of columns PARNT_GROP LOCTN_CD and PRODCT_DIVSN.,REVST_IND (STRING) NULLABLE: Revisit Indicator
MH_RO_HDR_DETAILS,This table Contains all the repair order or RO details all the parts details used in that repair order or RO  and all the labour details used in that repair order or RO  and it is connected to MH_RO_PARTS and MH_RO_LABOUR table using the key 'sv_ro_bill_hdr_sk' and it is connected to Customer Verbatim table using the key 'SV_RO_HDR_SK'. It is connected to MH_MODEL_MASTER table using the column 'MODL_CD' and it is connected to MH_AD_AI_DIMENSION table using the combination of columns PARNT_GROP LOCTN_CD and PRODCT_DIVSN.,MODL_CD (STRING) NULLABLE: Model Code
MH_RO_HDR_DETAILS,This table Contains all the repair order or RO details all the parts details used in that repair order or RO  and all the labour details used in that repair order or RO  and it is connected to MH_RO_PARTS and MH_RO_LABOUR table using the key 'sv_ro_bill_hdr_sk' and it is connected to Customer Verbatim table using the key 'SV_RO_HDR_SK'. It is connected to MH_MODEL_MASTER table using the column 'MODL_CD' and it is connected to MH_AD_AI_DIMENSION table using the combination of columns PARNT_GROP LOCTN_CD and PRODCT_DIVSN.,SV_RO_BILL_HDR_SK (INTEGER) NULLABLE: Service RO Bill Header SK
MH_RO_HDR_DETAILS,This table Contains all the repair order or RO details all the parts details used in that repair order or RO  and all the labour details used in that repair order or RO  and it is connected to MH_RO_PARTS and MH_RO_LABOUR table using the key 'sv_ro_bill_hdr_sk' and it is connected to Customer Verbatim table using the key 'SV_RO_HDR_SK'. It is connected to MH_MODEL_MASTER table using the column 'MODL_CD' and it is connected to MH_AD_AI_DIMENSION table using the combination of columns PARNT_GROP LOCTN_CD and PRODCT_DIVSN.,ONLNE_PAYMNT_FLG (STRING) NULLABLE: Online Payment Flag
MH_RO_HDR_DETAILS,This table Contains all the repair order or RO details all the parts details used in that repair order or RO  and all the labour details used in that repair order or RO  and it is connected to MH_RO_PARTS and MH_RO_LABOUR table using the key 'sv_ro_bill_hdr_sk' and it is connected to Customer Verbatim table using the key 'SV_RO_HDR_SK'. It is connected to MH_MODEL_MASTER table using the column 'MODL_CD' and it is connected to MH_AD_AI_DIMENSION table using the combination of columns PARNT_GROP LOCTN_CD and PRODCT_DIVSN.,SEGMNT_CD (STRING) NULLABLE: Segment Code
MH_RO_HDR_DETAILS,This table Contains all the repair order or RO details all the parts details used in that repair order or RO  and all the labour details used in that repair order or RO  and it is connected to MH_RO_PARTS and MH_RO_LABOUR table using the key 'sv_ro_bill_hdr_sk' and it is connected to Customer Verbatim table using the key 'SV_RO_HDR_SK'. It is connected to MH_MODEL_MASTER table using the column 'MODL_CD' and it is connected to MH_AD_AI_DIMENSION table using the combination of columns PARNT_GROP LOCTN_CD and PRODCT_DIVSN.,EXPRS_SERVC_IND (STRING) NULLABLE: Express Service Indicator
MH_RO_HDR_DETAILS,This table Contains all the repair order or RO details all the parts details used in that repair order or RO  and all the labour details used in that repair order or RO  and it is connected to MH_RO_PARTS and MH_RO_LABOUR table using the key 'sv_ro_bill_hdr_sk' and it is connected to Customer Verbatim table using the key 'SV_RO_HDR_SK'. It is connected to MH_MODEL_MASTER table using the column 'MODL_CD' and it is connected to MH_AD_AI_DIMENSION table using the combination of columns PARNT_GROP LOCTN_CD and PRODCT_DIVSN.,CHAS_NUMBR (STRING) NULLABLE: Chassis Number
MH_RO_HDR_DETAILS,This table Contains all the repair order or RO details all the parts details used in that repair order or RO  and all the labour details used in that repair order or RO  and it is connected to MH_RO_PARTS and MH_RO_LABOUR table using the key 'sv_ro_bill_hdr_sk' and it is connected to Customer Verbatim table using the key 'SV_RO_HDR_SK'. It is connected to MH_MODEL_MASTER table using the column 'MODL_CD' and it is connected to MH_AD_AI_DIMENSION table using the combination of columns PARNT_GROP LOCTN_CD and PRODCT_DIVSN.,KEY_ACNT_SEGMNT (STRING) NULLABLE: Key Account Segment
MH_RO_HDR_DETAILS,This table Contains all the repair order or RO details all the parts details used in that repair order or RO  and all the labour details used in that repair order or RO  and it is connected to MH_RO_PARTS and MH_RO_LABOUR table using the key 'sv_ro_bill_hdr_sk' and it is connected to Customer Verbatim table using the key 'SV_RO_HDR_SK'. It is connected to MH_MODEL_MASTER table using the column 'MODL_CD' and it is connected to MH_AD_AI_DIMENSION table using the combination of columns PARNT_GROP LOCTN_CD and PRODCT_DIVSN.,GOVT_VEHCL (STRING) NULLABLE: Government Vehicle
MH_RO_HDR_DETAILS,This table Contains all the repair order or RO details all the parts details used in that repair order or RO  and all the labour details used in that repair order or RO  and it is connected to MH_RO_PARTS and MH_RO_LABOUR table using the key 'sv_ro_bill_hdr_sk' and it is connected to Customer Verbatim table using the key 'SV_RO_HDR_SK'. It is connected to MH_MODEL_MASTER table using the column 'MODL_CD' and it is connected to MH_AD_AI_DIMENSION table using the combination of columns PARNT_GROP LOCTN_CD and PRODCT_DIVSN.,COLR_CD (STRING) NULLABLE: Color Code
MH_RO_HDR_DETAILS,This table Contains all the repair order or RO details all the parts details used in that repair order or RO  and all the labour details used in that repair order or RO  and it is connected to MH_RO_PARTS and MH_RO_LABOUR table using the key 'sv_ro_bill_hdr_sk' and it is connected to Customer Verbatim table using the key 'SV_RO_HDR_SK'. It is connected to MH_MODEL_MASTER table using the column 'MODL_CD' and it is connected to MH_AD_AI_DIMENSION table using the combination of columns PARNT_GROP LOCTN_CD and PRODCT_DIVSN.,OEM_MODL_CD (STRING) NULLABLE: OEM Model Code
MH_RO_HDR_DETAILS,This table Contains all the repair order or RO details all the parts details used in that repair order or RO  and all the labour details used in that repair order or RO  and it is connected to MH_RO_PARTS and MH_RO_LABOUR table using the key 'sv_ro_bill_hdr_sk' and it is connected to Customer Verbatim table using the key 'SV_RO_HDR_SK'. It is connected to MH_MODEL_MASTER table using the column 'MODL_CD' and it is connected to MH_AD_AI_DIMENSION table using the combination of columns PARNT_GROP LOCTN_CD and PRODCT_DIVSN.,PRODCT_DIVSN (STRING) NULLABLE: Product Division
MH_RO_HDR_DETAILS,This table Contains all the repair order or RO details all the parts details used in that repair order or RO  and all the labour details used in that repair order or RO  and it is connected to MH_RO_PARTS and MH_RO_LABOUR table using the key 'sv_ro_bill_hdr_sk' and it is connected to Customer Verbatim table using the key 'SV_RO_HDR_SK'. It is connected to MH_MODEL_MASTER table using the column 'MODL_CD' and it is connected to MH_AD_AI_DIMENSION table using the combination of columns PARNT_GROP LOCTN_CD and PRODCT_DIVSN.,PART_CHARG_AMNT (NUMERIC) NULLABLE: Part Charge Amount
MH_RO_HDR_DETAILS,This table Contains all the repair order or RO details all the parts details used in that repair order or RO  and all the labour details used in that repair order or RO  and it is connected to MH_RO_PARTS and MH_RO_LABOUR table using the key 'sv_ro_bill_hdr_sk' and it is connected to Customer Verbatim table using the key 'SV_RO_HDR_SK'. It is connected to MH_MODEL_MASTER table using the column 'MODL_CD' and it is connected to MH_AD_AI_DIMENSION table using the combination of columns PARNT_GROP LOCTN_CD and PRODCT_DIVSN.,LABR_CHARG_AMNT (NUMERIC) NULLABLE: Labour Charge Amount
MH_RO_HDR_DETAILS,This table Contains all the repair order or RO details all the parts details used in that repair order or RO  and all the labour details used in that repair order or RO  and it is connected to MH_RO_PARTS and MH_RO_LABOUR table using the key 'sv_ro_bill_hdr_sk' and it is connected to Customer Verbatim table using the key 'SV_RO_HDR_SK'. It is connected to MH_MODEL_MASTER table using the column 'MODL_CD' and it is connected to MH_AD_AI_DIMENSION table using the combination of columns PARNT_GROP LOCTN_CD and PRODCT_DIVSN.,SDD_FLAG (STRING) NULLABLE: SDD Flag
MH_RO_HDR_DETAILS,This table Contains all the repair order or RO details all the parts details used in that repair order or RO  and all the labour details used in that repair order or RO  and it is connected to MH_RO_PARTS and MH_RO_LABOUR table using the key 'sv_ro_bill_hdr_sk' and it is connected to Customer Verbatim table using the key 'SV_RO_HDR_SK'. It is connected to MH_MODEL_MASTER table using the column 'MODL_CD' and it is connected to MH_AD_AI_DIMENSION table using the combination of columns PARNT_GROP LOCTN_CD and PRODCT_DIVSN.,RO_GT_72 (NUMERIC): Value of column 'SV_RO_HDR_SK' is stored in this column for those ROs where it took more than 72 hours for repair for remaining ROs it stores 0
MH_RO_HDR_DETAILS,This table Contains all the repair order or RO details all the parts details used in that repair order or RO  and all the labour details used in that repair order or RO  and it is connected to MH_RO_PARTS and MH_RO_LABOUR table using the key 'sv_ro_bill_hdr_sk' and it is connected to Customer Verbatim table using the key 'SV_RO_HDR_SK'. It is connected to MH_MODEL_MASTER table using the column 'MODL_CD' and it is connected to MH_AD_AI_DIMENSION table using the combination of columns PARNT_GROP LOCTN_CD and PRODCT_DIVSN.,RO_LT_ET_72 (NUMERIC): Value of column 'SV_RO_HDR_SK' is stored in this column for those ROs where it took less Than or equal to 72 hours for repair for remaining ROs it stores 0
MH_RO_HDR_DETAILS,This table Contains all the repair order or RO details all the parts details used in that repair order or RO  and all the labour details used in that repair order or RO  and it is connected to MH_RO_PARTS and MH_RO_LABOUR table using the key 'sv_ro_bill_hdr_sk' and it is connected to Customer Verbatim table using the key 'SV_RO_HDR_SK'. It is connected to MH_MODEL_MASTER table using the column 'MODL_CD' and it is connected to MH_AD_AI_DIMENSION table using the combination of columns PARNT_GROP LOCTN_CD and PRODCT_DIVSN.,RO_LT_ET_48 (NUMERIC): Value of column 'SV_RO_HDR_SK' is stored in this column for those ROs where it took less Than or equal to 48 hours for repair for remaining ROs it stores 0
MH_RO_HDR_DETAILS,This table Contains all the repair order or RO details all the parts details used in that repair order or RO  and all the labour details used in that repair order or RO  and it is connected to MH_RO_PARTS and MH_RO_LABOUR table using the key 'sv_ro_bill_hdr_sk' and it is connected to Customer Verbatim table using the key 'SV_RO_HDR_SK'. It is connected to MH_MODEL_MASTER table using the column 'MODL_CD' and it is connected to MH_AD_AI_DIMENSION table using the combination of columns PARNT_GROP LOCTN_CD and PRODCT_DIVSN.,RO_LT_ET_24 (NUMERIC): Value of column 'SV_RO_HDR_SK' is stored in this column for those ROs where it took less Than or equal to 24 hours for repair for remaining ROs it stores 0
MH_RO_HDR_DETAILS,This table Contains all the repair order or RO details all the parts details used in that repair order or RO  and all the labour details used in that repair order or RO  and it is connected to MH_RO_PARTS and MH_RO_LABOUR table using the key 'sv_ro_bill_hdr_sk' and it is connected to Customer Verbatim table using the key 'SV_RO_HDR_SK'. It is connected to MH_MODEL_MASTER table using the column 'MODL_CD' and it is connected to MH_AD_AI_DIMENSION table using the combination of columns PARNT_GROP LOCTN_CD and PRODCT_DIVSN.,RO_CLOSE_DIFF (INTEGER) NULLABLE: RO Close Difference
MH_RO_HDR_DETAILS,This table Contains all the repair order or RO details all the parts details used in that repair order or RO  and all the labour details used in that repair order or RO  and it is connected to MH_RO_PARTS and MH_RO_LABOUR table using the key 'sv_ro_bill_hdr_sk' and it is connected to Customer Verbatim table using the key 'SV_RO_HDR_SK'. It is connected to MH_MODEL_MASTER table using the column 'MODL_CD' and it is connected to MH_AD_AI_DIMENSION table using the combination of columns PARNT_GROP LOCTN_CD and PRODCT_DIVSN.,TEA_FLAG (STRING) NULLABLE: TEA Flag
MH_RO_HDR_DETAILS,This table Contains all the repair order or RO details all the parts details used in that repair order or RO  and all the labour details used in that repair order or RO  and it is connected to MH_RO_PARTS and MH_RO_LABOUR table using the key 'sv_ro_bill_hdr_sk' and it is connected to Customer Verbatim table using the key 'SV_RO_HDR_SK'. It is connected to MH_MODEL_MASTER table using the column 'MODL_CD' and it is connected to MH_AD_AI_DIMENSION table using the combination of columns PARNT_GROP LOCTN_CD and PRODCT_DIVSN.,CEA_FLAG (STRING) NULLABLE: CEA Flag
MH_RO_HDR_DETAILS,This table Contains all the repair order or RO details all the parts details used in that repair order or RO  and all the labour details used in that repair order or RO  and it is connected to MH_RO_PARTS and MH_RO_LABOUR table using the key 'sv_ro_bill_hdr_sk' and it is connected to Customer Verbatim table using the key 'SV_RO_HDR_SK'. It is connected to MH_MODEL_MASTER table using the column 'MODL_CD' and it is connected to MH_AD_AI_DIMENSION table using the combination of columns PARNT_GROP LOCTN_CD and PRODCT_DIVSN.,FLAG_MTRAQ (STRING) NULLABLE: MTRAQ Flag
MH_RO_HDR_DETAILS,This table Contains all the repair order or RO details all the parts details used in that repair order or RO  and all the labour details used in that repair order or RO  and it is connected to MH_RO_PARTS and MH_RO_LABOUR table using the key 'sv_ro_bill_hdr_sk' and it is connected to Customer Verbatim table using the key 'SV_RO_HDR_SK'. It is connected to MH_MODEL_MASTER table using the column 'MODL_CD' and it is connected to MH_AD_AI_DIMENSION table using the combination of columns PARNT_GROP LOCTN_CD and PRODCT_DIVSN.,M1_M2_M3_M4 (STRING) NULLABLE: M1 M2 M3 M4
MH_RO_HDR_DETAILS,This table Contains all the repair order or RO details all the parts details used in that repair order or RO  and all the labour details used in that repair order or RO  and it is connected to MH_RO_PARTS and MH_RO_LABOUR table using the key 'sv_ro_bill_hdr_sk' and it is connected to Customer Verbatim table using the key 'SV_RO_HDR_SK'. It is connected to MH_MODEL_MASTER table using the column 'MODL_CD' and it is connected to MH_AD_AI_DIMENSION table using the combination of columns PARNT_GROP LOCTN_CD and PRODCT_DIVSN.,KEY (STRING) NULLABLE: Key
MH_RO_HDR_DETAILS,This table Contains all the repair order or RO details all the parts details used in that repair order or RO  and all the labour details used in that repair order or RO  and it is connected to MH_RO_PARTS and MH_RO_LABOUR table using the key 'sv_ro_bill_hdr_sk' and it is connected to Customer Verbatim table using the key 'SV_RO_HDR_SK'. It is connected to MH_MODEL_MASTER table using the column 'MODL_CD' and it is connected to MH_AD_AI_DIMENSION table using the combination of columns PARNT_GROP LOCTN_CD and PRODCT_DIVSN.,RO_KEY (STRING) NULLABLE: RO Key
MH_RO_HDR_DETAILS,This table Contains all the repair order or RO details all the parts details used in that repair order or RO  and all the labour details used in that repair order or RO  and it is connected to MH_RO_PARTS and MH_RO_LABOUR table using the key 'sv_ro_bill_hdr_sk' and it is connected to Customer Verbatim table using the key 'SV_RO_HDR_SK'. It is connected to MH_MODEL_MASTER table using the column 'MODL_CD' and it is connected to MH_AD_AI_DIMENSION table using the combination of columns PARNT_GROP LOCTN_CD and PRODCT_DIVSN.,KEY_EMP (STRING) NULLABLE: Key Employee
MH_RO_HDR_DETAILS,This table Contains all the repair order or RO details all the parts details used in that repair order or RO  and all the labour details used in that repair order or RO  and it is connected to MH_RO_PARTS and MH_RO_LABOUR table using the key 'sv_ro_bill_hdr_sk' and it is connected to Customer Verbatim table using the key 'SV_RO_HDR_SK'. It is connected to MH_MODEL_MASTER table using the column 'MODL_CD' and it is connected to MH_AD_AI_DIMENSION table using the combination of columns PARNT_GROP LOCTN_CD and PRODCT_DIVSN.,KEY_BAY (STRING) NULLABLE: Key Bay
MH_RO_HDR_DETAILS,This table Contains all the repair order or RO details all the parts details used in that repair order or RO  and all the labour details used in that repair order or RO  and it is connected to MH_RO_PARTS and MH_RO_LABOUR table using the key 'sv_ro_bill_hdr_sk' and it is connected to Customer Verbatim table using the key 'SV_RO_HDR_SK'. It is connected to MH_MODEL_MASTER table using the column 'MODL_CD' and it is connected to MH_AD_AI_DIMENSION table using the combination of columns PARNT_GROP LOCTN_CD and PRODCT_DIVSN.,RO_Day_Closed (INTEGER) NULLABLE: RO Day Closed
MH_RO_HDR_DETAILS,This table Contains all the repair order or RO details all the parts details used in that repair order or RO  and all the labour details used in that repair order or RO  and it is connected to MH_RO_PARTS and MH_RO_LABOUR table using the key 'sv_ro_bill_hdr_sk' and it is connected to Customer Verbatim table using the key 'SV_RO_HDR_SK'. It is connected to MH_MODEL_MASTER table using the column 'MODL_CD' and it is connected to MH_AD_AI_DIMENSION table using the combination of columns PARNT_GROP LOCTN_CD and PRODCT_DIVSN.,ORGNL_WARNTY_START_DATE (DATE) NULLABLE: Original Warranty Start Date
MH_RO_HDR_DETAILS,This table Contains all the repair order or RO details all the parts details used in that repair order or RO  and all the labour details used in that repair order or RO  and it is connected to MH_RO_PARTS and MH_RO_LABOUR table using the key 'sv_ro_bill_hdr_sk' and it is connected to Customer Verbatim table using the key 'SV_RO_HDR_SK'. It is connected to MH_MODEL_MASTER table using the column 'MODL_CD' and it is connected to MH_AD_AI_DIMENSION table using the combination of columns PARNT_GROP LOCTN_CD and PRODCT_DIVSN.,RSA_REGSTRTN_STATS (STRING) NULLABLE: RSA Registration Status
MH_RO_HDR_DETAILS,This table Contains all the repair order or RO details all the parts details used in that repair order or RO  and all the labour details used in that repair order or RO  and it is connected to MH_RO_PARTS and MH_RO_LABOUR table using the key 'sv_ro_bill_hdr_sk' and it is connected to Customer Verbatim table using the key 'SV_RO_HDR_SK'. It is connected to MH_MODEL_MASTER table using the column 'MODL_CD' and it is connected to MH_AD_AI_DIMENSION table using the combination of columns PARNT_GROP LOCTN_CD and PRODCT_DIVSN.,MAX_TO_DAYS_FRM_DOS (INTEGER) NULLABLE: Max TO Days from DOS
